Probe Set ID	Gene Title	Entrez Gene ID	Ensembl
205636_at	SH3-domain GRB2-like 3	6457	---
205643_s_at	protein phosphatase 2, regulatory subunit B, beta	5521	ENSG00000156475 /// OTTHUMG00000163381
205675_at	microsomal triglyceride transfer protein	4547	ENSG00000138823 /// OTTHUMG00000131023
205694_at	tyrosinase-related protein 1	7306	ENSG00000107165 /// OTTHUMG00000021034
205726_at	diaphanous-related formin 2	1730	ENSG00000147202 /// OTTHUMG00000022689
205729_at	oncostatin M receptor	9180	ENSG00000145623 /// OTTHUMG00000090811
205751_at	SH3-domain GRB2-like 2	6456	---
205775_at	family with sequence similarity 50, member B	26240	ENSG00000145945 /// OTTHUMG00000014147
205818_at	bone morphogenetic protein/retinoic acid inducible neural-specific 1	1620	ENSG00000078725 /// OTTHUMG00000021020
205824_at	heat shock 27kDa protein 2	3316	ENSG00000170276 /// OTTHUMG00000166886
205857_at	solute carrier family 18 (vesicular monoamine transporter), member 2	6571	ENSG00000165646 /// OTTHUMG00000019121
205867_at	protein tyrosine phosphatase, non-receptor type 11	5781	ENSG00000179295 /// OTTHUMG00000134334
205876_at	leukemia inhibitory factor receptor alpha	3977	ENSG00000113594 /// OTTHUMG00000131138
205877_s_at	zinc finger CCCH-type containing 7B	23264	ENSG00000100403 /// OTTHUMG00000150969
205881_at	zinc finger protein 74	7625	---
205919_at	hemoglobin, epsilon 1	3046	ENSG00000213931 /// OTTHUMG00000066675
205929_at	glycoprotein A33 (transmembrane)	10223	ENSG00000143167 /// OTTHUMG00000034435
205967_at	histone cluster 1, H4c	8364	ENSG00000197061 /// OTTHUMG00000014429
205979_at	secretoglobin, family 2A, member 1	4246	ENSG00000124939 /// OTTHUMG00000167506
205991_s_at	paired related homeobox 1	5396	ENSG00000116132 /// OTTHUMG00000035231
206004_at	transglutaminase 3	7053	ENSG00000125780 /// OTTHUMG00000031690
206072_at	urocortin	7349	ENSG00000163794 /// OTTHUMG00000097068
206088_at	leucine rich repeat containing 37, member A2 /// leucine rich repeat containing 37, member A3	374819 /// 474170	ENSG00000176809 /// OTTHUMG00000132307
206129_s_at	arylsulfatase B	411	ENSG00000113273 /// OTTHUMG00000108129
206144_at	membrane associated guanylate kinase, WW and PDZ domain containing 1	9223	ENSG00000151276 /// OTTHUMG00000157554
206145_at	Rh-associated glycoprotein	6005	ENSG00000112077 /// OTTHUMG00000016377
206157_at	pentraxin 3, long	5806	ENSG00000163661 /// OTTHUMG00000158750
206189_at	unc-5 netrin receptor C	8633	ENSG00000182168 /// OTTHUMG00000130989
206201_s_at	mesenchyme homeobox 2	4223	ENSG00000106511 /// OTTHUMG00000152390
206218_at	MAGE family member B2	4113	ENSG00000099399 /// OTTHUMG00000021319
206288_at	protein geranylgeranyltransferase type I, beta subunit	5229	ENSG00000164219 /// OTTHUMG00000128893
206339_at	CART prepropeptide	9607	ENSG00000164326 /// OTTHUMG00000131261
206350_at	amyloid P component, serum	325	---
206362_x_at	mitogen-activated protein kinase kinase kinase 10	4294	ENSG00000130758 /// OTTHUMG00000182591
206378_at	secretoglobin, family 2A, member 2	4250	ENSG00000110484 /// OTTHUMG00000167509
206461_x_at	metallothionein 1H	4496	ENSG00000205358 /// OTTHUMG00000133283
206476_s_at	neuro-oncological ventral antigen 2	4858	ENSG00000104967 /// OTTHUMG00000177499
206477_s_at	neuro-oncological ventral antigen 2	4858	ENSG00000104967 /// OTTHUMG00000177499
206484_s_at	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound	7512	ENSG00000122121 /// OTTHUMG00000022373
206486_at	lymphocyte-activation gene 3	3902	ENSG00000089692 /// OTTHUMG00000169197
206490_at	discs, large (Drosophila) homolog-associated protein 1	9229	ENSG00000170579 /// OTTHUMG00000131537
206510_at	SIX homeobox 2	10736	ENSG00000170577 /// OTTHUMG00000152421
206539_s_at	cytochrome P450, family 4, subfamily F, polypeptide 12	66002	---
206585_at	makorin ring finger protein 3	7681	ENSG00000179455 /// OTTHUMG00000129160
206594_at	PAS domain containing serine/threonine kinase	23178	ENSG00000115687 /// OTTHUMG00000133392
206607_at	Cbl proto-oncogene, E3 ubiquitin protein ligase	867	ENSG00000110395 /// OTTHUMG00000166170
206609_at	MAGE family member C1	9947	ENSG00000155495 /// OTTHUMG00000022569
206612_at	calcium channel, voltage-dependent, gamma subunit 1	786	ENSG00000108878 /// OTTHUMG00000179553
206677_at	keratin 31, type I	3881	ENSG00000094796 /// ENSG00000262993 /// OTTHUMG00000133423 /// OTTHUMG00000174918
206731_at	connector enhancer of kinase suppressor of Ras 2	22866	ENSG00000149970 /// OTTHUMG00000021233
206739_at	homeobox C5	3222	ENSG00000172789 /// OTTHUMG00000160028
206745_at	homeobox C11	3227	ENSG00000123388 /// OTTHUMG00000160011
206747_at	G protein regulated inducer of neurite outgrowth 2	9721	---
206756_at	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7	56548	ENSG00000147119 /// OTTHUMG00000021423
206762_at	potassium channel, voltage gated shaker related subfamily A, member 5	3741	ENSG00000130037 /// OTTHUMG00000168232
206765_at	potassium channel, inwardly rectifying subfamily J, member 2	3759	ENSG00000123700 /// OTTHUMG00000180351
206775_at	cubilin (intrinsic factor-cobalamin receptor)	8029	ENSG00000107611 /// OTTHUMG00000017741
206798_x_at	deleted in lung and esophageal cancer 1	9940	ENSG00000008226 /// OTTHUMG00000131085
206826_at	peripheral myelin protein 2	5375	ENSG00000147588 /// OTTHUMG00000164600
206834_at	hypophosphatemic bone disease /// hemoglobin, delta	3045 /// 100187828	ENSG00000223609 /// OTTHUMG00000066674
206843_at	crystallin beta A4	1413	ENSG00000196431 /// OTTHUMG00000150983
206847_s_at	homeobox A7	3204	ENSG00000122592 /// OTTHUMG00000023217
206848_at	COX20 cytochrome c oxidase assembly factor	116228	ENSG00000203667
206869_at	chondroadherin	1101	ENSG00000136457 /// OTTHUMG00000162129
206883_x_at	glycoprotein IX (platelet)	2815	ENSG00000169704 /// OTTHUMG00000159944
206925_at	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	7903	ENSG00000113532 /// OTTHUMG00000128727
206930_at	glycine-N-acyltransferase	10249	ENSG00000149124 /// OTTHUMG00000167429
206937_at	spectrin, alpha, erythrocytic 1	6708	ENSG00000163554 /// OTTHUMG00000019636
206938_at	steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)	6716	ENSG00000277893 /// OTTHUMG00000152057
206940_s_at	POU class 4 homeobox 1	5457	ENSG00000152192 /// OTTHUMG00000017119
206942_s_at	pro-melanin-concentrating hormone	5367	ENSG00000183395 /// OTTHUMG00000170479
206982_at	crystallin beta A1	1411	ENSG00000108255 /// OTTHUMG00000132729
206994_at	cystatin S	1472	ENSG00000101441 /// OTTHUMG00000032083
207061_at	endoplasmic reticulum to nucleus signaling 1	2081	ENSG00000178607 /// OTTHUMG00000178879
207072_at	interleukin 18 receptor accessory protein	8807	ENSG00000115607 /// OTTHUMG00000130777
207092_at	leptin	3952	ENSG00000174697 /// OTTHUMG00000157564
207128_s_at	zinc finger protein 223	7766	ENSG00000178386 /// OTTHUMG00000182311
207154_at	deiodinase, iodothyronine, type III	1735	ENSG00000197406 /// OTTHUMG00000160681
207174_at	glypican 5	2262	ENSG00000179399 /// OTTHUMG00000017200
207190_at	zinc finger, ZZ-type with EF-hand domain 1	23140	ENSG00000074755 /// OTTHUMG00000090741
207208_at	RNA binding motif protein, X-linked-like 2	27288	ENSG00000170748 /// OTTHUMG00000165509
207209_at	centrin 1	1068	ENSG00000177143 /// OTTHUMG00000131471
207258_at	Down syndrome critical region 4	10281	ENSG00000184029 /// OTTHUMG00000086673
207262_at	apolipoprotein F	319	ENSG00000175336 /// OTTHUMG00000170715
207270_x_at	CD300c molecule	10871	ENSG00000167850 /// OTTHUMG00000067608
207306_at	transcription factor 15 (basic helix-loop-helix)	6939	ENSG00000125878 /// OTTHUMG00000031640
207369_at	bombesin-like receptor 3	680	ENSG00000102239 /// OTTHUMG00000022726
207373_at	homeobox D10	3236	ENSG00000128710 /// OTTHUMG00000132511
207397_s_at	homeobox D13	3239	ENSG00000128714 /// OTTHUMG00000132431
207451_at	NK2 homeobox 8	26257	ENSG00000136327 /// OTTHUMG00000028772
207485_x_at	butyrophilin, subfamily 3, member A1	11119	ENSG00000026950
207529_at	defensin, alpha 5, Paneth cell-specific	1670	ENSG00000164816 /// OTTHUMG00000090383
207546_at	ATPase, H+/K+ exchanging, beta polypeptide	496	ENSG00000186009 /// OTTHUMG00000140234
207579_at	MAGE family member B3	4114	ENSG00000198798 /// OTTHUMG00000021320
207582_at	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1	5301	ENSG00000229359
207631_at	neighbor of BRCA1 gene 2 (non-protein coding)	10230	ENSG00000198496 /// OTTHUMG00000140395
207673_at	nephrosis 1, congenital, Finnish type (nephrin)	4868	ENSG00000161270 /// OTTHUMG00000180689
207763_at	S100 calcium binding protein A5	6276	ENSG00000196420 /// OTTHUMG00000013547
207770_x_at	chorionic somatomammotropin hormone 2	1443	ENSG00000213218 /// OTTHUMG00000172283
207783_x_at	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase	10075	---
207787_at	keratin 33B, type I	3884	ENSG00000131738 /// ENSG00000263012 /// OTTHUMG00000133429 /// OTTHUMG00000174916
207799_x_at	armadillo repeat containing, X-linked 4	100131755	---
207802_at	cysteine-rich secretory protein 3	10321	ENSG00000096006 /// OTTHUMG00000014823
207811_at	keratin 12, type I	3859	ENSG00000187242 /// ENSG00000263243 /// OTTHUMG00000133369 /// OTTHUMG00000181698
207815_at	platelet factor 4 variant 1	5197	---
207848_at	arginine vasopressin	551	ENSG00000101200 /// OTTHUMG00000031733
207867_at	paired box 4	5078	ENSG00000106331 /// OTTHUMG00000157562
207878_at	keratin 76, type II	51350	ENSG00000185069 /// OTTHUMG00000169797
207916_at	RNA binding motif protein, Y-linked, family 2, member A pseudogene /// RNA binding motif protein, Y-linked, family 2, member B pseudogene	5945 /// 375850	OTTHUMG00000043606 /// OTTHUMG00000043855
207919_at	ADP-ribosyltransferase 1	417	ENSG00000129744 /// OTTHUMG00000011845
207925_at	cystatin D	1473	ENSG00000170367 /// OTTHUMG00000032089
207946_at	mastermind-like transcriptional coactivator 3	55534	---
207982_at	histone cluster 1, H1t	3010	ENSG00000187475 /// OTTHUMG00000014430
207986_x_at	cytochrome b561	1534	---
208004_at	proline rich, lacrimal 1	58503	ENSG00000171199 /// OTTHUMG00000160845
208025_s_at	high mobility group AT-hook 2	8091	ENSG00000149948 /// OTTHUMG00000168936
208054_at	HECT and RLD domain containing E3 ubiquitin protein ligase 4	26091	ENSG00000148634 /// OTTHUMG00000018343
208059_at	chemokine (C-C motif) receptor 8	1237	---
208065_at	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	51046	ENSG00000177511 /// OTTHUMG00000180101
208080_at	aurora kinase A	6790	---
208099_x_at	tubulin tyrosine ligase-like family member 5	23093	ENSG00000119685 /// OTTHUMG00000171611
208109_s_at	long intergenic non-protein coding RNA 597	81698	---
208110_x_at	mediator complex subunit 25	81857	ENSG00000104973 /// OTTHUMG00000183161
208113_x_at	poly(A) binding protein, cytoplasmic 3	5042	ENSG00000151846 /// OTTHUMG00000016601
208134_x_at	pregnancy specific beta-1-glycoprotein 2	5670	ENSG00000242221 /// OTTHUMG00000151547
208156_x_at	epiplakin 1	83481	ENSG00000261150 /// OTTHUMG00000165206
208182_x_at	interferon, alpha 14	3448	---
208200_at	interleukin 1 alpha	3552	---
208208_at	myosin, heavy chain 13, skeletal muscle	8735	ENSG00000006788 /// OTTHUMG00000177987
208245_at	RAB9B, member RAS oncogene family pseudogene 1	9366	ENSG00000232159
208273_at	ZNF670-ZNF695 readthrough (NMD candidate) /// zinc finger protein 695	57116 /// 100533111	---
208274_at	oculomedin	10896	ENSG00000262180 /// OTTHUMG00000177601
208345_s_at	POU class 3 homeobox 1	5453	ENSG00000185668 /// OTTHUMG00000000485
208346_at	pro-platelet basic protein pseudogene 2	10895	ENSG00000248848
208348_s_at	Cbl proto-oncogene B, E3 ubiquitin protein ligase	868	ENSG00000114423 /// OTTHUMG00000150654
208367_x_at	cytochrome P450, family 3, subfamily A, polypeptide 4	1576	---
208380_at	ladybird homeobox 1	10660	ENSG00000138136 /// OTTHUMG00000018927
208413_at	retinoic acid receptor, beta	5915	---
208415_x_at	inhibitor of growth family member 1	3621	---
208416_s_at	spectrin, beta, erythrocytic	6710	ENSG00000070182 /// OTTHUMG00000171550
208422_at	macrophage scavenger receptor 1	4481	ENSG00000038945
208475_at	FERM domain containing 4A	55691	ENSG00000151474 /// OTTHUMG00000017708
208483_x_at	keratin 33A, type I	3883	ENSG00000006059 /// ENSG00000261986 /// OTTHUMG00000133432 /// OTTHUMG00000174915
208520_at	olfactory receptor, family 10, subfamily H, member 3	26532	ENSG00000171936 /// OTTHUMG00000182390
208551_at	histone cluster 1, H4g	8369	ENSG00000275663 /// OTTHUMG00000014444
208554_at	POU class 4 homeobox 3	5459	ENSG00000091010 /// OTTHUMG00000129684
208574_at	SRY box 14	8403	ENSG00000168875 /// OTTHUMG00000159757
208740_at	Sin3A associated protein 18kDa	10284	ENSG00000150459 /// OTTHUMG00000016535
208741_at	Sin3A associated protein 18kDa	10284	ENSG00000150459 /// OTTHUMG00000016535
208757_at	transmembrane p24 trafficking protein 9	54732	ENSG00000184840 /// OTTHUMG00000130859
208782_at	follistatin like 1	11167	ENSG00000163430 /// OTTHUMG00000159440
208809_s_at	chromosome 6 open reading frame 62	81688	ENSG00000112308 /// OTTHUMG00000014361
208832_at	ataxin 10	25814	ENSG00000130638 /// OTTHUMG00000150451
208886_at	H1 histone family, member 0	3005	ENSG00000189060 /// OTTHUMG00000150659
208913_at	golgi-associated, gamma adaptin ear containing, ARF binding protein 2	23062	ENSG00000103365 /// OTTHUMG00000096957
208943_s_at	SEC62 homolog, preprotein translocation factor	7095	ENSG00000008952 /// OTTHUMG00000158753
208982_at	platelet/endothelial cell adhesion molecule 1	5175	ENSG00000261371 /// OTTHUMG00000175829
209056_s_at	cell division cycle 5-like	988	ENSG00000096401 /// OTTHUMG00000014767
209169_at	glycoprotein M6B	2824	ENSG00000046653 /// OTTHUMG00000021162
209172_s_at	centromere protein F	1063	ENSG00000117724 /// OTTHUMG00000036955
209183_s_at	chromosome 10 open reading frame 10	11067	ENSG00000165507 /// OTTHUMG00000018063
209194_at	centrin 2	1069	ENSG00000147400 /// OTTHUMG00000024246
209227_at	tumor suppressor candidate 3	7991	ENSG00000104723 /// OTTHUMG00000094803
209254_at	kelch domain containing 10	23008	ENSG00000128607 /// OTTHUMG00000157654
209277_at	tissue factor pathway inhibitor 2	7980	ENSG00000105825 /// OTTHUMG00000022963
209291_at	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	3400	ENSG00000172201 /// OTTHUMG00000014333
209296_at	protein phosphatase, Mg2+/Mn2+ dependent, 1B	5495	ENSG00000138032 /// OTTHUMG00000128757
209307_at	SWAP switching B-cell complex 70kDa subunit	23075	ENSG00000133789 /// OTTHUMG00000165865
209329_x_at	HIG1 hypoxia inducible domain family, member 2A	192286	ENSG00000146066 /// OTTHUMG00000130657
209346_s_at	phosphatidylinositol 4-kinase type 2 alpha	55361	ENSG00000155252 /// OTTHUMG00000018863
209404_s_at	transmembrane p24 trafficking protein 7	51014	ENSG00000134970 /// OTTHUMG00000132013
209477_at	emerin	2010	ENSG00000102119 /// OTTHUMG00000033186
209501_at	cerebellar degeneration related protein 2 /// cerebellar degeneration-related protein 2	1039 /// 101060399	ENSG00000140743 /// OTTHUMG00000175463
209550_at	necdin, MAGE family member	4692	ENSG00000182636 /// OTTHUMG00000129161
209551_at	Yip1 domain family member 4	84272	ENSG00000119820 /// OTTHUMG00000128452
209558_s_at	huntingtin interacting protein 1 related	9026	ENSG00000130787 /// OTTHUMG00000168765
209593_s_at	torsin family 1, member B (torsin B)	27348	ENSG00000136816 /// OTTHUMG00000020795
209623_at	methylcrotonoyl-CoA carboxylase 2	64087	ENSG00000131844 /// OTTHUMG00000162505
209635_at	adaptor-related protein complex 1 sigma 1 subunit	1174	ENSG00000106367 /// OTTHUMG00000157103
209688_s_at	coiled-coil domain containing 93	54520	ENSG00000125633 /// OTTHUMG00000058517
209689_at	coiled-coil domain containing 93	54520	ENSG00000125633 /// OTTHUMG00000058517
209716_at	colony stimulating factor 1 (macrophage)	1435	ENSG00000184371 /// OTTHUMG00000011646
209732_at	C-type lectin domain family 2, member B	9976	ENSG00000110852 /// OTTHUMG00000168483
209765_at	ADAM metallopeptidase domain 19	8728	ENSG00000135074 /// OTTHUMG00000130242
209798_at	nuclear protein, ataxia-telangiectasia locus	4863	ENSG00000149308 /// OTTHUMG00000166385
209838_at	COP9 signalosome subunit 2	9318	ENSG00000166200 /// OTTHUMG00000172324
209842_at	SRY box 10	6663	ENSG00000100146 /// OTTHUMG00000149913
209864_at	frequently rearranged in advanced T-cell lymphomas 2	23401	ENSG00000181274 /// OTTHUMG00000018850
209885_at	ras homolog family member D	29984	ENSG00000173156 /// OTTHUMG00000167102
209888_s_at	myosin light chain 1	4632	---
209893_s_at	fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)	2526	ENSG00000196371 /// OTTHUMG00000167795
209895_at	protein tyrosine phosphatase, non-receptor type 11	5781	ENSG00000179295 /// OTTHUMG00000134334
209913_x_at	adaptor-related protein complex 5, zeta 1 subunit	9907	ENSG00000242802 /// OTTHUMG00000151754
209918_at	gamma-glutamyltransferase light chain 2	91227	---
209981_at	cold shock domain containing C2, RNA binding	27254	ENSG00000172346 /// OTTHUMG00000150967
209992_at	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	5208	ENSG00000123836 /// OTTHUMG00000036033
210000_s_at	suppressor of cytokine signaling 1	8651	---
210017_at	MALT1 paracaspase	10892	ENSG00000172175 /// OTTHUMG00000132761
210109_at	staphylococcal nuclease and tudor domain containing 1 /// SND1 intronic transcript 1	27044 /// 27099	ENSG00000279078
210112_at	Hermansky-Pudlak syndrome 1	3257	ENSG00000107521 /// OTTHUMG00000018876
210121_at	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase 2	8707	ENSG00000162630 /// OTTHUMG00000035687
210147_at	ADP-ribosyltransferase 3	419	ENSG00000156219 /// OTTHUMG00000130110
210175_at	GC-rich sequence DNA-binding factor 2	6936	ENSG00000005436 /// OTTHUMG00000129989
210300_at	RAS (RAD and GEM)-like GTP-binding 1	28954	ENSG00000088320 /// OTTHUMG00000032168
210302_s_at	mab-21-like 2 (C. elegans)	10586	ENSG00000181541 /// OTTHUMG00000161442
210303_at	mab-21-like 2 (C. elegans)	10586	ENSG00000181541 /// OTTHUMG00000161442
210319_x_at	msh homeobox 2	4488	ENSG00000120149 /// OTTHUMG00000130556
210352_at	bromodomain containing 8	10902	ENSG00000112983 /// OTTHUMG00000129204
210391_at	nuclear receptor subfamily 6, group A, member 1	2649	ENSG00000148200 /// OTTHUMG00000020661
210412_at	glutamate receptor, ionotropic, N-methyl D-aspartate 2B	2904	ENSG00000273079 /// OTTHUMG00000137373
210431_at	alkaline phosphatase, placental like 2	251	ENSG00000163286 /// OTTHUMG00000133257
210504_at	Kruppel-like factor 1 (erythroid)	10661	ENSG00000105610 /// OTTHUMG00000180536
210572_at	protocadherin alpha 2 /// protocadherin alpha 3	56145 /// 56146	ENSG00000204969 /// ENSG00000255408 /// OTTHUMG00000163357 /// OTTHUMG00000163363
210677_at	sterol O-acyltransferase 2	8435	ENSG00000167780 /// OTTHUMG00000169774
210693_at	signal peptide peptidase like 2B	56928	ENSG00000005206 /// OTTHUMG00000180443
210707_x_at	DTX2P1-UPK3BP1-PMS2P11 readthrough transcribed pseudogene	441263	ENSG00000265479
210771_at	peroxisome proliferator-activated receptor alpha	5465	ENSG00000186951 /// OTTHUMG00000150443
210832_x_at	prostaglandin E receptor 3 (subtype EP3)	5733	ENSG00000050628 /// OTTHUMG00000009399
210834_s_at	prostaglandin E receptor 3 (subtype EP3)	5733	ENSG00000050628 /// OTTHUMG00000009399
210913_at	cadherin 20, type 2	28316	ENSG00000101542 /// OTTHUMG00000132768
210937_s_at	pancreatic and duodenal homeobox 1	3651	ENSG00000139515 /// OTTHUMG00000016638
210953_at	TSC22 domain family, member 2	9819	ENSG00000196428 /// OTTHUMG00000159744
211011_at	collagen, type XIX, alpha 1	1310	ENSG00000082293 /// OTTHUMG00000014987
211053_at	potassium channel, voltage gated modifier subfamily G, member 1	3755	---
211221_at	transcriptional adaptor 3	10474	ENSG00000171148 /// OTTHUMG00000128440
211261_at	nucleoporin 214kDa	8021	ENSG00000126883 /// OTTHUMG00000020816
211328_x_at	hemochromatosis	3077	---
211331_x_at	hemochromatosis	3077	---
211340_s_at	melanoma cell adhesion molecule	4162	ENSG00000076706 /// OTTHUMG00000166197
211353_at	leucine-rich repeat, immunoglobulin-like and transmembrane domains 1	26103	ENSG00000148602 /// OTTHUMG00000018632
211413_s_at	peptidyl arginine deiminase, type IV	23569	---
211421_s_at	ret proto-oncogene	5979	ENSG00000165731 /// OTTHUMG00000018024
211545_at	growth hormone releasing hormone receptor	2692	ENSG00000106128 /// OTTHUMG00000152801
211566_x_at	brain and reproductive organ-expressed (TNFRSF1A modulator)	9577	ENSG00000158019 /// OTTHUMG00000097831
211590_x_at	thromboxane A2 receptor	6915	---
211621_at	androgen receptor	367	---
211657_at	carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen)	4680	ENSG00000086548 /// OTTHUMG00000151064
211742_s_at	ecotropic viral integration site 2B	2124	ENSG00000185862 /// OTTHUMG00000132869
211907_s_at	par-6 family cell polarity regulator beta	84612	ENSG00000124171 /// OTTHUMG00000032732
211936_at	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)	3309	ENSG00000044574 /// OTTHUMG00000020672
211966_at	collagen, type IV, alpha 2	1284	ENSG00000134871 /// OTTHUMG00000017344
211976_at	nudix hydrolase 3	11165	ENSG00000272325 /// OTTHUMG00000014545
211980_at	collagen, type IV, alpha 1	1282	ENSG00000187498 /// OTTHUMG00000017342
211981_at	collagen, type IV, alpha 1	1282	ENSG00000187498 /// OTTHUMG00000017342
211986_at	AHNAK nucleoprotein	79026	ENSG00000124942 /// OTTHUMG00000167558
211999_at	H3 histone, family 3B (H3.3B)	3021	ENSG00000132475 /// OTTHUMG00000179842
212012_at	peroxidasin	7837	ENSG00000130508 /// OTTHUMG00000059697
212018_s_at	ribosomal L1 domain containing 1	26156	ENSG00000171490 /// OTTHUMG00000129824
212061_at	U2 snRNP-associated SURP domain containing	23350	ENSG00000163714 /// OTTHUMG00000159323
212108_at	Fas associated factor family member 2	23197	ENSG00000113194 /// OTTHUMG00000163228
212120_at	ras homolog family member Q	23433	ENSG00000119729 /// OTTHUMG00000150653
212139_at	GCN1 eIF2 alpha kinase activator homolog	10985	ENSG00000089154 /// OTTHUMG00000169338
212180_at	v-crk avian sarcoma virus CT10 oncogene homolog-like	1399	ENSG00000099942 /// OTTHUMG00000150807
212188_at	potassium channel tetramerization domain containing 12	115207	ENSG00000178695 /// OTTHUMG00000017096
212310_at	melanoma inhibitory activity family, member 3	375056	ENSG00000154305 /// OTTHUMG00000037543
212321_at	sphingosine-1-phosphate lyase 1	8879	ENSG00000166224 /// OTTHUMG00000018421
212338_at	myosin ID	4642	ENSG00000176658 /// OTTHUMG00000179636
212340_at	Yip1 domain family member 6	286451	ENSG00000181704 /// OTTHUMG00000021745
212357_at	family with sequence similarity 168, member A	23201	ENSG00000054965 /// OTTHUMG00000167995
212368_at	zinc finger protein 292	23036	ENSG00000188994 /// OTTHUMG00000015164
212377_s_at	notch 2	4853	ENSG00000134250 /// OTTHUMG00000012177
212380_at	cap methyltransferase 1	23070	ENSG00000137200 /// OTTHUMG00000014624
212408_at	torsin A interacting protein 1	26092	ENSG00000143337 /// OTTHUMG00000035257
212419_at	zinc finger, CCHC domain containing 24	219654	ENSG00000165424 /// OTTHUMG00000018561
212444_at	G protein-coupled receptor, class C, group 5, member A	9052	ENSG00000013588 /// OTTHUMG00000168710
212450_at	SECIS binding protein 2-like	9728	ENSG00000138593 /// OTTHUMG00000172194
212467_at	DnaJ (Hsp40) homolog, subfamily C, member 13	23317	ENSG00000138246 /// OTTHUMG00000159674
212474_at	AVL9 homolog (S. cerevisiase)	23080	ENSG00000105778 /// OTTHUMG00000152929
212475_at	AVL9 homolog (S. cerevisiase)	23080	ENSG00000105778 /// OTTHUMG00000152929
212478_at	required for meiotic nuclear division 5 homolog A	64795	ENSG00000153561 /// OTTHUMG00000130262
212488_at	collagen, type V, alpha 1	1289	ENSG00000130635 /// OTTHUMG00000020891
212489_at	collagen, type V, alpha 1	1289	ENSG00000130635 /// OTTHUMG00000020891
212569_at	structural maintenance of chromosomes flexible hinge domain containing 1	23347	ENSG00000101596 /// OTTHUMG00000178235
212570_at	endonuclease domain containing 1	23052	ENSG00000149218 /// OTTHUMG00000167835
212579_at	structural maintenance of chromosomes flexible hinge domain containing 1	23347	ENSG00000101596 /// OTTHUMG00000178235
212604_at	mitochondrial ribosomal protein S31	10240	ENSG00000102738 /// OTTHUMG00000016777
212610_at	protein tyrosine phosphatase, non-receptor type 11	5781	ENSG00000179295 /// OTTHUMG00000134334
212640_at	3-hydroxyacyl-CoA dehydratase 2	201562	ENSG00000206527
212645_x_at	brain and reproductive organ-expressed (TNFRSF1A modulator)	9577	ENSG00000158019 /// OTTHUMG00000097831
212658_at	lipoma HMGIC fusion partner-like 2	10184	ENSG00000145685 /// OTTHUMG00000107579
212663_at	FK506 binding protein 15	23307	ENSG00000119321 /// OTTHUMG00000020518
212675_s_at	centrosomal protein 68kDa	23177	ENSG00000011523 /// OTTHUMG00000129538
212686_at	protein phosphatase, Mg2+/Mn2+ dependent, 1H	57460	ENSG00000111110 /// OTTHUMG00000169990
212709_at	nucleoporin 160kDa	23279	ENSG00000030066 /// OTTHUMG00000166534
212710_at	calmodulin regulated spectrin-associated protein 1	157922	ENSG00000130559 /// OTTHUMG00000020918
212775_at	obscurin-like 1	23363	ENSG00000124006 /// OTTHUMG00000059157
212822_at	heart development protein with EGF-like domains 1	57493	ENSG00000173706 /// OTTHUMG00000159486
212830_at	multiple EGF-like-domains 9	1955	ENSG00000106780 /// OTTHUMG00000021039
212865_s_at	collagen, type XIV, alpha 1	7373	ENSG00000187955 /// OTTHUMG00000149877
212868_x_at	MAPKAPK5 antisense RNA 1	51275	ENSG00000234608
212870_at	SOS Ras/Rho guanine nucleotide exchange factor 2	6655	ENSG00000100485 /// OTTHUMG00000140292
212902_at	SEC24 homolog A, COPII coat complex component	10802	ENSG00000113615 /// OTTHUMG00000163064
212926_at	structural maintenance of chromosomes 5	23137	ENSG00000198887 /// OTTHUMG00000019992
212937_s_at	collagen, type VI, alpha 1	1291	ENSG00000142156 /// OTTHUMG00000090440
212956_at	TBC1 domain family, member 9 (with GRAM domain)	23158	ENSG00000109436 /// OTTHUMG00000161405
212959_s_at	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits	79158	ENSG00000111670 /// OTTHUMG00000170444
212960_at	TBC1 domain family, member 9 (with GRAM domain)	23158	ENSG00000109436 /// OTTHUMG00000161405
212964_at	hypermethylated in cancer 2	23119	ENSG00000169635 /// OTTHUMG00000150781
213000_at	MORC family CW-type zinc finger 3	23515	ENSG00000159256 /// OTTHUMG00000086620
213025_at	THUMP domain containing 1	55623	ENSG00000066654 /// OTTHUMG00000131558
213046_at	poly(A) binding protein, nuclear 1	8106	ENSG00000100836 /// OTTHUMG00000028739
